1.0000000e+00,2.8098696e-03
1.1000000e+01,3.2285522e-02
2.1000000e+01,6.9438702e-02
3.1000000e+01,1.2402031e-01
4.1000000e+01,1.9388509e-01
5.1000000e+01,2.0924837e-01
6.1000000e+01,1.6720554e-01
7.1000000e+01,1.3022307e-01
8.1000000e+01,1.0564786e-01
9.1000000e+01,8.9036762e-02
1.0100000e+02,7.7222537e-02
1.1100000e+02,6.8424216e-02
1.2100000e+02,6.1625392e-02
1.3100000e+02,5.6216379e-02
1.4100000e+02,5.1812440e-02
1.5100000e+02,4.8159623e-02
1.6100000e+02,4.5083721e-02
1.7100000e+02,4.2461246e-02
1.8100000e+02,4.0202183e-02
1.9100000e+02,3.8239319e-02
2.0100000e+02,3.6521416e-02
2.1100000e+02,3.5008704e-02
2.2100000e+02,3.3669819e-02
2.3100000e+02,3.2479675e-02
2.4100000e+02,3.1417962e-02
2.5100000e+02,3.0468046e-02
2.6100000e+02,2.9616167e-02
2.7100000e+02,2.8850837e-02
2.8100000e+02,2.8162384e-02
2.9100000e+02,2.7542599e-02
3.0100000e+02,2.6984462e-02
3.1100000e+02,2.6481930e-02
3.2100000e+02,2.6029759e-02
3.3100000e+02,2.5623374e-02
3.4100000e+02,2.5258751e-02
3.5100000e+02,2.4932327e-02
3.6100000e+02,2.4640923e-02
3.7100000e+02,2.4381682e-02
3.8100000e+02,2.4152016e-02
3.9100000e+02,2.3949556e-02
4.0100000e+02,2.3772119e-02
4.1100000e+02,2.3617669e-02
4.2100000e+02,2.3484290e-02
4.3100000e+02,2.3370162e-02
4.4100000e+02,2.3273536e-02
4.5100000e+02,2.3192717e-02
4.6100000e+02,2.3126048e-02
4.7100000e+02,2.3071893e-02
4.8100000e+02,2.3028629e-02
4.9100000e+02,2.2994638e-02
5.0100000e+02,2.2968296e-02
5.1100000e+02,2.2947978e-02
5.2100000e+02,2.2932051e-02
5.3100000e+02,2.2918883e-02
5.4100000e+02,2.2906845e-02
5.5100000e+02,2.2894324e-02
5.6100000e+02,2.2879731e-02
5.7100000e+02,2.2861525e-02
5.8100000e+02,2.2838222e-02
5.9100000e+02,2.2808420e-02
6.0100000e+02,2.2770820e-02
6.1100000e+02,2.2724245e-02
6.2100000e+02,2.2667664e-02
6.3100000e+02,2.2600207e-02
6.4100000e+02,2.2521185e-02
6.5100000e+02,2.2430100e-02
6.6100000e+02,2.2326654e-02
6.7100000e+02,2.2210752e-02
6.8100000e+02,2.2082500e-02
6.9100000e+02,2.1942195e-02
7.0100000e+02,2.1790317e-02
7.1100000e+02,2.1627506e-02
7.2100000e+02,2.1454545e-02
7.3100000e+02,2.1272337e-02
7.4100000e+02,2.1081876e-02
7.5100000e+02,2.0884226e-02
7.6100000e+02,2.0680492e-02
7.7100000e+02,2.0471799e-02
7.8100000e+02,2.0259267e-02
7.9100000e+02,2.0043995e-02
8.0100000e+02,1.9827039e-02
8.1100000e+02,1.9609405e-02
8.2100000e+02,1.9392031e-02
8.3100000e+02,1.9175785e-02
8.4100000e+02,1.8961456e-02
8.5100000e+02,1.8749752e-02
8.6100000e+02,1.8541299e-02
8.7100000e+02,1.8336640e-02
8.8100000e+02,1.8136242e-02
8.9100000e+02,1.7940492e-02
9.0100000e+02,1.7749705e-02
9.1100000e+02,1.7564128e-02
9.2100000e+02,1.7383944e-02
9.3100000e+02,1.7209277e-02
9.4100000e+02,1.7040197e-02
9.5100000e+02,1.6876723e-02
9.6100000e+02,1.6718831e-02
9.7100000e+02,1.6566457e-02
9.8100000e+02,1.6419497e-02
9.9100000e+02,1.6277819e-02
1.0010000e+03,1.6141260e-02
1.0110000e+03,1.6009631e-02
1.0210000e+03,1.5882723e-02
1.0310000e+03,1.5760307e-02
1.0410000e+03,1.5642136e-02
1.0510000e+03,1.5527953e-02
1.0610000e+03,1.5417486e-02
1.0710000e+03,1.5310458e-02
1.0810000e+03,1.5206582e-02
1.0910000e+03,1.5105571e-02
1.1010000e+03,1.5007134e-02
1.1110000e+03,1.4910981e-02
1.1210000e+03,1.4816824e-02
1.1310000e+03,1.4724381e-02
1.1410000e+03,1.4633377e-02
1.1510000e+03,1.4543546e-02
1.1610000e+03,1.4454632e-02
1.1710000e+03,1.4366393e-02
1.1810000e+03,1.4278601e-02
1.1910000e+03,1.4191045e-02
1.2010000e+03,1.4103533e-02
1.2110000e+03,1.4015891e-02
1.2210000e+03,1.3927965e-02
1.2310000e+03,1.3839624e-02
1.2410000e+03,1.3750757e-02
1.2510000e+03,1.3661278e-02
1.2610000e+03,1.3571120e-02
1.2710000e+03,1.3480241e-02
1.2810000e+03,1.3388620e-02
1.2910000e+03,1.3296255e-02
1.3010000e+03,1.3203168e-02
1.3110000e+03,1.3109396e-02
1.3210000e+03,1.3014994e-02
1.3310000e+03,1.2920034e-02
1.3410000e+03,1.2824600e-02
1.3510000e+03,1.2728789e-02
1.3610000e+03,1.2632708e-02
1.3710000e+03,1.2536471e-02
1.3810000e+03,1.2440198e-02
1.3910000e+03,1.2344014e-02
1.4010000e+03,1.2248046e-02
1.4110000e+03,1.2152420e-02
1.4210000e+03,1.2057261e-02
1.4310000e+03,1.1962693e-02
1.4410000e+03,1.1868834e-02
1.4510000e+03,1.1775797e-02
1.4610000e+03,1.1683689e-02
1.4710000e+03,1.1592608e-02
1.4810000e+03,1.1502644e-02
1.4910000e+03,1.1413882e-02
1.5010000e+03,1.1326392e-02
1.5110000e+03,1.1240239e-02
1.5210000e+03,1.1155476e-02
1.5310000e+03,1.1072147e-02
1.5410000e+03,1.0990286e-02
1.5510000e+03,1.0909918e-02
1.5610000e+03,1.0831057e-02
1.5710000e+03,1.0753709e-02
1.5810000e+03,1.0677872e-02
1.5910000e+03,1.0603535e-02
1.6010000e+03,1.0530677e-02
1.6110000e+03,1.0459274e-02
1.6210000e+03,1.0389290e-02
1.6310000e+03,1.0320688e-02
1.6410000e+03,1.0253420e-02
1.6510000e+03,1.0187437e-02
1.6610000e+03,1.0122683e-02
1.6710000e+03,1.0059100e-02
1.6810000e+03,9.9966245e-03
1.6910000e+03,9.9351919e-03
1.7010000e+03,9.8747353e-03
1.7110000e+03,9.8151863e-03
1.7210000e+03,9.7564758e-03
1.7310000e+03,9.6985347e-03
1.7410000e+03,9.6412941e-03
1.7510000e+03,9.5846866e-03
1.7610000e+03,9.5286461e-03
1.7710000e+03,9.4731088e-03
1.7810000e+03,9.4180137e-03
1.7910000e+03,9.3633026e-03
1.8010000e+03,9.3089214e-03
1.8110000e+03,9.2548197e-03
1.8210000e+03,9.2009513e-03
1.8310000e+03,9.1472748e-03
1.8410000e+03,9.0937537e-03
1.8510000e+03,9.0403564e-03
1.8610000e+03,8.9870564e-03
1.8710000e+03,8.9338324e-03
1.8810000e+03,8.8806686e-03
1.8910000e+03,8.8275538e-03
1.9010000e+03,8.7744823e-03
1.9110000e+03,8.7214531e-03
1.9210000e+03,8.6684696e-03
1.9310000e+03,8.6155400e-03
1.9410000e+03,8.5626763e-03
1.9510000e+03,8.5098941e-03
1.9610000e+03,8.4572127e-03
1.9710000e+03,8.4046540e-03
1.9810000e+03,8.3522427e-03
1.9910000e+03,8.3000053e-03
2.0010000e+03,8.2479704e-03
2.0110000e+03,8.1961674e-03
2.0210000e+03,8.1446267e-03
2.0310000e+03,8.0933791e-03
2.0410000e+03,8.0424554e-03
2.0510000e+03,7.9918859e-03
2.0610000e+03,7.9417002e-03
2.0710000e+03,7.8919268e-03
2.0810000e+03,7.8425929e-03
2.0910000e+03,7.7937239e-03
2.1010000e+03,7.7453432e-03
2.1110000e+03,7.6974724e-03
2.1210000e+03,7.6501306e-03
2.1310000e+03,7.6033344e-03
2.1410000e+03,7.5570979e-03
2.1510000e+03,7.5114326e-03
2.1610000e+03,7.4663472e-03
2.1710000e+03,7.4218480e-03
2.1810000e+03,7.3779382e-03
