1.0580477e-01,9.1680361e-02,0.0000000e+00
1.1207576e-01,8.3898858e-02,0.0000000e+00
1.1777533e-01,7.5689615e-02,0.0000000e+00
1.2287499e-01,6.7094817e-02,0.0000000e+00
1.2734835e-01,5.8158048e-02,0.0000000e+00
1.3117283e-01,4.8924932e-02,0.0000000e+00
9.8994949e-02,9.8994949e-02,0.0000000e+00
9.1680361e-02,1.0580477e-01,0.0000000e+00
8.3898858e-02,1.1207576e-01,0.0000000e+00
9.6538404e-02,8.8648359e-02,0.0000000e+00
1.0248181e-01,8.2176410e-02,0.0000000e+00
1.0829540e-01,7.4379795e-02,0.0000000e+00
1.1286047e-01,6.6191782e-02,0.0000000e+00
1.1717386e-01,5.8279587e-02,0.0000000e+00
1.2090574e-01,4.9746040e-02,0.0000000e+00
1.3432894e-01,3.9442539e-02,0.0000000e+00
1.2441620e-01,4.1191854e-02,0.0000000e+00
1.3680038e-01,2.9759097e-02,0.0000000e+00
7.5689615e-02,1.1777533e-01,0.0000000e+00
8.9853157e-02,9.5471205e-02,0.0000000e+00
8.2990743e-02,1.0144135e-01,0.0000000e+00
7.5584903e-02,1.0734649e-01,0.0000000e+00
9.3191569e-02,7.9713805e-02,0.0000000e+00
8.7708717e-02,8.5042229e-02,0.0000000e+00
9.9235198e-02,7.2323799e-02,0.0000000e+00
1.0407870e-01,6.5983540e-02,0.0000000e+00
1.0793579e-01,5.7021492e-02,0.0000000e+00
1.1181697e-01,5.0644395e-02,0.0000000e+00
1.1518035e-01,4.1413223e-02,0.0000000e+00
1.2675696e-01,3.1973117e-02,0.0000000e+00
1.1823444e-01,3.4317344e-02,0.0000000e+00
1.3857498e-01,1.9924075e-02,0.0000000e+00
1.2898503e-01,2.3247127e-02,0.0000000e+00
1.3964308e-01,9.9874687e-03,0.0000000e+00
6.7094817e-02,1.2287499e-01,0.0000000e+00
6.7787757e-02,1.1236161e-01,0.0000000e+00
5.8158048e-02,1.2734835e-01,0.0000000e+00
